state_fips_A,county_fips_A,state_fips_B,county_fips_B,B_to_A_migration
009,001,033,005,-87
009,001,033,007,-48
009,001,033,009,-57
009,001,033,011,-5
009,001,033,013,32
009,001,033,015,-83
009,001,033,017,-34
009,001,034,001,7
009,001,034,003,561
009,001,034,005,73
009,001,034,009,-52
009,001,034,013,20
009,001,034,015,45
009,001,034,017,233
009,001,034,019,3
009,001,034,021,-126
009,001,034,023,-119
009,001,034,025,54
009,001,034,027,-187
009,001,034,029,1
009,001,034,031,38
009,001,034,035,-31
009,001,034,037,-60
009,001,034,039,-10
009,001,035,001,-12
009,001,035,005,-72
009,001,035,035,94
009,001,036,001,-31
009,001,036,005,"1,688"
009,001,036,009,-13
009,001,036,011,-98
009,001,036,015,47
009,001,036,019,4
009,001,036,021,-6
009,001,036,027,-170
009,001,036,029,360
009,001,036,031,-79
009,001,036,033,-58
009,001,036,037,32
009,001,036,047,790
009,001,036,053,-24
009,001,036,055,119
009,001,036,057,-30
009,001,036,059,173
009,001,036,061,"1,719"
009,001,036,063,-19
009,001,036,065,-8
009,001,036,067,-229
009,001,036,069,-159
009,001,036,071,-43
009,001,036,075,-7
009,001,036,077,-9
009,001,036,079,-264
009,001,036,081,"1,551"
009,001,036,083,-53
009,001,036,085,14
009,001,036,087,268
009,001,036,089,-41
009,001,036,091,-96
009,001,036,093,-105
009,001,036,095,-42
009,001,036,103,92
009,001,036,105,95
009,001,036,107,-5
009,001,036,109,-46
009,001,036,111,18
009,001,036,115,-2
009,001,036,119,"2,652"
009,001,036,123,-15
009,001,037,001,-115
009,001,037,019,-19
009,001,037,021,-16
009,001,037,025,13
009,001,037,045,13
009,001,037,049,-18
009,001,037,053,-8
009,001,037,063,-69
009,001,037,067,-71
009,001,037,069,-10
009,001,037,077,13
009,001,037,081,-12
009,001,037,097,-73
009,001,037,101,-41
009,001,037,111,-24
009,001,037,119,-327
009,001,037,121,-11
009,001,037,125,-15
009,001,037,127,-2
009,001,037,129,-353
009,001,037,133,-29
009,001,037,135,-50
009,001,037,147,-42
009,001,037,179,27
009,001,037,183,11
009,001,038,035,-14
009,001,038,101,14
009,001,039,005,-2
009,001,039,009,-6
009,001,039,017,-57
009,001,039,035,-149
009,001,039,041,-24
009,001,039,049,-197
009,001,039,057,-12
009,001,039,061,-36
009,001,039,065,-15
009,001,039,081,-24
009,001,039,083,-26
009,001,039,085,80
009,001,039,089,-10
009,001,039,093,13
009,001,039,095,17
009,001,039,099,-12
009,001,039,113,-44
009,001,039,133,-15
009,001,039,139,-13
009,001,039,147,-20
009,001,039,151,22
009,001,039,153,33
009,001,039,165,-1
009,001,040,019,-51
009,001,040,031,29
009,001,041,039,-31
009,001,041,047,-15
009,001,041,051,-70
009,001,042,001,-25
009,001,042,003,-236
009,001,042,011,58
009,001,042,017,-18
009,001,042,027,-5
009,001,042,029,-277
009,001,042,041,-29
009,001,042,043,-26
009,001,042,045,-54
009,001,042,049,-9
009,001,042,061,-12
009,001,042,069,-44
009,001,042,071,-23
009,001,042,077,-213
009,001,042,079,-12
009,001,042,081,-55
009,001,042,085,-4
009,001,042,091,-65
009,001,042,095,-70
009,001,042,101,-5
009,001,042,103,-11
009,001,042,109,-15
009,001,042,113,-2
009,001,042,119,-83
009,001,042,125,-21
009,001,042,133,9
009,001,044,001,-75
009,001,044,003,16
009,001,044,005,-26
009,001,044,007,-139
009,001,044,009,-27
009,001,045,003,-3
009,001,045,013,40
009,001,045,015,-89
009,001,045,019,-95
009,001,045,021,-7
009,001,045,035,-13
009,001,045,045,-18
009,001,045,051,-113
009,001,045,057,77
009,001,045,063,33
009,001,045,073,-11
009,001,045,077,-48
009,001,045,079,-122
009,001,045,085,-203
009,001,045,091,-13
009,001,046,099,10
009,001,047,025,-18
009,001,047,037,-110
009,001,047,089,-5
009,001,047,093,-53
009,001,047,105,18
009,001,047,113,-102
009,001,047,155,-13
009,001,047,157,17
009,001,047,167,-15
009,001,047,187,75
009,001,048,029,146
009,001,048,085,30
009,001,048,113,19
009,001,048,121,46
009,001,048,141,-23
009,001,048,145,-4
009,001,048,157,-79
009,001,048,167,37
009,001,048,189,-11
009,001,048,201,31
009,001,048,339,-38
009,001,048,423,-34
009,001,048,439,8
009,001,048,453,-22
009,001,049,005,-160
009,001,049,035,-60
009,001,049,043,-65
009,001,049,049,-17
009,001,049,051,-4
009,001,050,001,-24
009,001,050,003,-2
009,001,050,005,-1
009,001,050,007,-69
009,001,050,023,-23
009,001,050,025,-29
009,001,050,027,2
009,001,051,003,-13
009,001,051,013,-30
009,001,051,015,-21
009,001,051,019,24
009,001,051,041,52
009,001,051,059,40
009,001,051,061,-8
009,001,051,067,46
009,001,051,087,60
009,001,051,095,-13
009,001,051,107,-26
009,001,051,137,-8
009,001,051,143,19
009,001,051,153,-34
009,001,051,155,-7
009,001,051,161,-19
009,001,051,177,-18
009,001,051,179,-59
009,001,051,187,-28
009,001,051,510,20
009,001,051,540,29
009,001,051,630,-16
009,001,051,650,-7
009,001,051,660,20
009,001,051,678,-13
009,001,051,680,-19
009,001,051,750,19
009,001,051,760,26
009,001,051,775,-28
009,001,051,790,-184
009,001,051,810,53
009,001,051,830,-19
009,001,053,005,-12
009,001,053,033,-100
009,001,053,051,-7
009,001,053,057,-9
009,001,053,067,-7
009,001,054,061,-8
009,001,055,025,-22
009,001,055,079,60
009,001,055,105,7
009,001,055,135,-11
009,001,056,039,-6
009,001,072,013,16
009,001,072,021,49
009,001,072,025,33
009,001,072,027,11
009,001,072,031,-19
009,001,072,051,34
009,001,072,054,18
009,001,072,065,3
009,001,072,071,-44
009,001,072,081,-17
009,001,072,119,19
009,001,072,127,18
009,001,072,135,26
009,003,001,015,26
009,003,001,045,7
009,003,001,055,-10
009,003,001,073,-45
009,003,001,123,-56
009,003,001,125,-76
009,003,002,020,15
009,003,002,230,-3
009,003,004,005,15
009,003,004,013,15
009,003,004,019,16
009,003,004,021,-5
009,003,004,025,-2
009,003,005,005,46
009,003,005,007,26
009,003,005,069,17
009,003,005,119,-16
009,003,006,001,6
009,003,006,009,81
009,003,006,013,-104
009,003,006,019,14
009,003,006,029,-9
009,003,006,037,126
009,003,006,053,30
009,003,006,055,3
009,003,006,059,11
009,003,006,065,-78
009,003,006,067,-33
009,003,006,071,22
009,003,006,073,-54
009,003,006,075,1
009,003,006,079,-6
009,003,006,081,33
009,003,006,085,-19
009,003,006,111,257
009,003,008,001,18
009,003,008,005,-36
009,003,008,031,1
009,003,008,041,-17
009,003,008,059,-28
009,003,008,069,-28
009,003,008,077,-15
009,003,009,001,"1,272"
009,003,009,005,971
009,003,009,007,-898
009,003,009,009,766
009,003,009,011,-741
009,003,009,013,-818
009,003,009,015,-291
009,003,010,001,-33
009,003,010,003,-20
009,003,010,005,-89
009,003,011,001,-94
009,003,012,001,25
009,003,012,003,-14
009,003,012,005,-25
009,003,012,009,65
009,003,012,011,320
009,003,012,015,-260
009,003,012,017,-35
009,003,012,021,-110
009,003,012,023,-3
009,003,012,031,-30
009,003,012,033,-58
009,003,012,035,-74
009,003,012,057,93
009,003,012,061,-5
009,003,012,063,-5
009,003,012,069,67
009,003,012,071,-81
009,003,012,073,-55
009,003,012,081,-30
009,003,012,083,-214
009,003,012,086,-120
009,003,012,087,3
009,003,012,095,39
009,003,012,097,52
009,003,012,099,-358
009,003,012,101,60
009,003,012,103,-132
009,003,012,105,-372
009,003,012,107,-102
009,003,012,109,-42
009,003,012,111,-18
009,003,012,115,-167
009,003,012,117,-40
009,003,012,119,-21
009,003,012,127,-19
009,003,013,021,-7
009,003,013,045,63
009,003,013,053,-14
009,003,013,063,-17
009,003,013,067,-58
009,003,013,089,188
009,003,013,117,-25
009,003,013,121,-196
009,003,013,135,-44
009,003,013,151,-65
009,003,013,215,-11
009,003,013,245,-69
009,003,013,247,-363
009,003,013,281,-2
009,003,013,295,-53
009,003,013,297,-26
009,003,015,001,-95
009,003,015,003,-60
009,003,015,007,37
009,003,015,009,-7
009,003,016,011,-6
009,003,016,019,-2
009,003,016,035,-1
009,003,016,039,-1
009,003,017,031,-297
009,003,017,043,9
009,003,017,077,82
009,003,017,089,6
009,003,017,097,-14
009,003,018,057,26
009,003,018,067,37
009,003,018,081,-69
009,003,018,097,-93
009,003,018,105,-26
009,003,018,141,-5
009,003,018,157,-55
009,003,018,167,48
009,003,019,033,-3
009,003,019,041,-3
009,003,019,061,-16
009,003,019,091,-1
009,003,019,123,16
009,003,019,145,-1
009,003,019,153,37
009,003,019,165,-1
009,003,019,167,-1
009,003,019,187,-1
009,003,020,035,-1
009,003,020,047,-1
009,003,020,091,-56
009,003,020,097,-2
009,003,020,121,-2
009,003,020,125,-41
009,003,020,137,-2
009,003,020,151,-2
009,003,020,161,15
009,003,020,177,20
009,003,020,201,-1
009,003,021,015,7
009,003,021,067,15
009,003,021,111,-37
009,003,021,145,14
009,003,022,051,30
009,003,022,055,-24
009,003,022,071,70
009,003,023,001,14
009,003,023,003,-23
009,003,023,005,-401
009,003,023,007,-11
009,003,023,009,6
009,003,023,011,-17
009,003,023,017,-8
009,003,023,019,-26
009,003,023,023,-6
009,003,023,025,-2
009,003,023,031,-144
009,003,024,003,-37
009,003,024,005,2
009,003,024,013,61
009,003,024,015,-32
009,003,024,021,8
009,003,024,023,-14
009,003,024,025,12
009,003,024,027,-29
009,003,024,029,-37
009,003,024,031,25
009,003,024,033,250
009,003,024,045,3
009,003,024,510,17
009,003,025,001,-58
009,003,025,003,15
009,003,025,005,-90
009,003,025,009,184
009,003,025,011,-26
009,003,025,013,941
009,003,025,015,16
009,003,025,017,-216
009,003,025,021,-604
009,003,025,023,4
009,003,025,025,-127
009,003,025,027,50
009,003,026,021,-7
009,003,026,025,13
009,003,026,037,-94
009,003,026,065,-8
009,003,026,099,16
009,003,026,111,-103
009,003,026,125,-124
009,003,026,137,-7
009,003,026,139,14
009,003,026,145,24
009,003,026,161,-69
009,003,026,163,55
009,003,027,003,-14
009,003,027,037,40
009,003,027,053,21
009,003,027,101,-1
009,003,027,123,31
009,003,027,145,-1
009,003,027,147,-11
009,003,028,047,-18
009,003,029,029,19
009,003,029,077,-4
009,003,029,145,-6
009,003,029,169,-18
009,003,029,189,35
009,003,029,510,-100
009,003,030,111,19
009,003,032,003,-60
009,003,032,021,-1
009,003,033,001,-48
009,003,033,003,6
009,003,033,005,-84
009,003,033,007,-4
009,003,033,009,-32
009,003,033,011,-73
009,003,033,013,20
009,003,033,015,-32
009,003,033,017,-92
009,003,033,019,26
009,003,034,001,16
009,003,034,003,-68
009,003,034,005,-16
009,003,034,007,-23
009,003,034,009,10
009,003,034,013,51
009,003,034,015,28
009,003,034,017,4
009,003,034,021,-47
009,003,034,023,-46
009,003,034,025,-37
009,003,034,027,45
009,003,034,029,6
009,003,034,031,-14
009,003,034,035,-17
009,003,034,039,37
009,003,035,001,-2
009,003,035,013,-1
009,003,035,035,45
009,003,036,001,33
009,003,036,003,-4
009,003,036,005,399
009,003,036,007,-14
009,003,036,019,23
009,003,036,027,5
009,003,036,029,-56
009,003,036,031,-42
009,003,036,039,9
009,003,036,045,19
009,003,036,047,-4
009,003,036,049,6
009,003,036,055,-80
009,003,036,059,78
009,003,036,061,-43
009,003,036,063,-6
009,003,036,065,27
009,003,036,067,142
009,003,036,069,-14
009,003,036,071,-39
009,003,036,081,118
009,003,036,083,14
009,003,036,087,-150
009,003,036,089,-26
009,003,036,091,-105
009,003,036,093,-105
009,003,036,095,-39
009,003,036,101,1
009,003,036,103,77
009,003,036,105,36
009,003,036,109,-169
009,003,036,111,-22
009,003,036,113,2
009,003,036,119,52
009,003,037,001,-23
009,003,037,019,-63
009,003,037,021,-23
009,003,037,023,-7
009,003,037,035,25
009,003,037,043,5
009,003,037,051,-66
009,003,037,059,-330
009,003,037,063,12
009,003,037,067,-30
009,003,037,071,-9
009,003,037,077,47
009,003,037,085,-3
009,003,037,101,-27
009,003,037,109,-106
009,003,037,119,-242
009,003,037,129,-11
009,003,037,135,-68
009,003,037,147,-16
009,003,037,183,-126
009,003,038,101,20
009,003,039,017,-14
009,003,039,023,-19
009,003,039,025,-45
009,003,039,035,177
009,003,039,037,18
009,003,039,041,-26
009,003,039,045,-41
009,003,039,049,-51
009,003,039,061,34
009,003,039,083,-7
009,003,039,085,48
009,003,039,093,-34
009,003,039,095,-18
009,003,039,099,-30
009,003,039,103,-66
009,003,039,113,-153
009,003,039,151,7
009,003,040,011,-1
009,003,040,047,-15
009,003,040,077,-7
009,003,040,109,27
009,003,040,119,7
009,003,040,131,-1
009,003,040,143,-10
009,003,040,153,-1
009,003,041,003,55
009,003,041,005,8
009,003,041,039,69
009,003,041,045,8
009,003,041,051,42
009,003,041,067,30
009,003,042,001,-4
009,003,042,003,26
009,003,042,005,-1
009,003,042,011,-25
009,003,042,013,-38
009,003,042,017,-157
009,003,042,027,-38
009,003,042,029,-25
009,003,042,033,28
009,003,042,039,-14
009,003,042,041,87
009,003,042,043,-3
009,003,042,045,-18
009,003,042,047,1
009,003,042,049,-18
009,003,042,055,17
009,003,042,063,-13
009,003,042,069,18
009,003,042,071,-23
009,003,042,075,-18
009,003,042,077,-782
009,003,042,079,169
009,003,042,089,15
009,003,042,091,71
009,003,042,095,-3
009,003,042,099,7
009,003,042,101,-138
009,003,042,113,-9
009,003,042,115,-32
009,003,042,127,5
009,003,042,131,-2
009,003,042,133,5
009,003,044,001,-22
009,003,044,003,-85
009,003,044,005,-30
009,003,044,007,-151
009,003,044,009,-125
009,003,045,003,-312
009,003,045,007,-1
009,003,045,013,-152
009,003,045,015,-125
009,003,045,019,-23
009,003,045,035,0
009,003,045,041,-2
009,003,045,045,-34
009,003,045,051,-204
009,003,045,057,-178
009,003,045,063,-43
009,003,045,077,-64
009,003,045,079,-94
009,003,045,083,-10
009,003,045,089,-1
009,003,045,091,100
009,003,046,129,-1
009,003,047,001,-16
009,003,047,009,-5
009,003,047,037,-35
009,003,047,065,-20
009,003,047,073,-20
009,003,047,119,19
009,003,047,147,-11
009,003,047,149,23
009,003,047,165,-40
009,003,047,187,15
009,003,048,027,-109
009,003,048,029,-1
009,003,048,039,34
009,003,048,041,-11
009,003,048,061,-210
009,003,048,085,-82
009,003,048,099,-28
009,003,048,113,-70
009,003,048,121,-4
009,003,048,129,-2
009,003,048,141,-19
009,003,048,167,-10
009,003,048,201,-186
009,003,048,209,17
009,003,048,215,-15
009,003,048,355,-42
009,003,048,375,-5
009,003,048,381,12
009,003,048,439,-37
009,003,048,451,-1
009,003,048,453,-25
009,003,049,035,-89
009,003,049,043,-15
009,003,049,049,7
009,003,049,057,4
009,003,050,001,-5
009,003,050,003,5
009,003,050,005,-8
009,003,050,007,-68
009,003,050,009,27
009,003,050,011,-9
009,003,050,013,-13
009,003,050,015,-6
009,003,050,017,-5
009,003,050,019,-15
009,003,050,023,-14
009,003,050,025,-50
009,003,050,027,13
009,003,051,003,-14
009,003,051,009,-6
009,003,051,011,-22
009,003,051,013,66
009,003,051,029,-2
009,003,051,041,-65
009,003,051,053,-5
009,003,051,059,-133
009,003,051,067,-9
009,003,051,069,-70
009,003,051,073,-10
009,003,051,085,-27
009,003,051,087,-100
009,003,051,089,8
009,003,051,095,-14
009,003,051,107,72
009,003,051,121,22
009,003,051,165,19
009,003,051,510,15
009,003,051,550,24
009,003,051,680,-1
009,003,051,700,-129
009,003,051,710,-14
009,003,051,760,-5
009,003,051,770,16
009,003,051,810,-40
009,003,051,830,-15
009,003,053,011,12
009,003,053,027,-6
009,003,053,033,-410
009,003,053,053,19
009,003,053,075,-79
009,003,054,001,-5
009,003,054,061,-66
009,003,054,103,-8
009,003,055,009,5
009,003,055,025,-25
009,003,055,029,-53
009,003,055,055,-3
009,003,055,079,-9
009,003,055,093,-13
009,003,055,133,-36
009,003,056,001,13
009,003,056,041,-6
009,003,072,003,72
009,003,072,009,-68
009,003,072,011,16
009,003,072,015,142
009,003,072,019,38
009,003,072,021,61
009,003,072,025,228
009,003,072,027,28
009,003,072,035,-19
009,003,072,047,115
009,003,072,051,45
009,003,072,054,11
009,003,072,057,19
009,003,072,059,-21
009,003,072,063,-82
009,003,072,065,26
009,003,072,069,11
009,003,072,071,46
009,003,072,075,22
009,003,072,077,31
009,003,072,085,32
009,003,072,087,-5
009,003,072,091,49
009,003,072,107,-101
009,003,072,109,36
009,003,072,111,77
009,003,072,113,145
009,003,072,123,10
009,003,072,127,119
009,003,072,131,12
009,003,072,135,9
009,003,072,145,48
009,003,072,151,64
009,005,001,073,67
009,005,001,101,-34
009,005,001,117,29
009,005,001,125,-48
009,005,004,013,-20
009,005,004,019,-19
009,005,004,025,-29
009,005,006,037,1
009,005,006,073,-103
009,005,006,075,-13
009,005,006,083,-13
009,005,006,085,7
009,005,006,099,-34
009,005,006,111,-21
009,005,008,001,49
009,005,008,013,-18
009,005,008,037,53
009,005,008,041,36
009,005,009,001,"1,411"
009,005,009,003,-971
009,005,009,007,-169
009,005,009,009,-205
009,005,009,011,-212
009,005,009,013,-330
009,005,009,015,-199
009,005,010,003,-10
009,005,011,001,-11
009,005,012,005,5
009,005,012,009,-12
009,005,012,015,-125
009,005,012,021,-89
009,005,012,031,45
009,005,012,035,1
009,005,012,057,-10
009,005,012,061,-28
009,005,012,069,6
009,005,012,073,-23
009,005,012,081,-46
009,005,012,083,-22
009,005,012,085,-9
009,005,012,086,-28
009,005,012,099,-30
009,005,012,101,-37
009,005,012,103,-72
009,005,012,105,-5
009,005,012,115,30
009,005,012,127,-28
009,005,013,051,-23
009,005,013,053,-27
009,005,013,121,7
009,005,013,153,36
009,005,013,317,-13
009,005,013,319,-1
009,005,016,013,-50
009,005,016,071,-16
009,005,017,031,-1
009,005,017,097,137
009,005,017,201,-22
009,005,018,029,-25
009,005,018,097,-8
009,005,018,157,18
009,005,018,175,-8
009,005,021,003,34
009,005,021,047,-23
009,005,021,093,-5
009,005,022,017,82
009,005,022,071,-115
009,005,022,115,14
009,005,023,001,-1
009,005,023,005,-8
009,005,023,009,-4
009,005,023,011,-21
009,005,023,019,-23
009,005,023,025,10
009,005,023,031,-24
009,005,024,003,-68
009,005,024,005,-11
009,005,024,031,42
009,005,025,001,-10
009,005,025,003,-11
009,005,025,005,-42
009,005,025,009,23
009,005,025,011,36
009,005,025,013,-10
009,005,025,015,-5
009,005,025,017,-86
009,005,025,021,15
009,005,025,023,-27
009,005,025,025,-44
009,005,025,027,90
009,005,026,025,17
009,005,026,065,-8
009,005,026,093,10
009,005,026,121,-57
009,005,029,165,-6
009,005,029,189,-11
009,005,031,055,-14
009,005,032,003,-65
009,005,032,031,-25
009,005,033,001,-1
009,005,033,005,-42
009,005,033,009,-10
009,005,033,011,-13
009,005,033,015,-16
009,005,033,017,5
009,005,034,003,142
009,005,034,007,11
009,005,034,009,-6
009,005,034,013,4
009,005,034,017,-2
009,005,034,023,-42
009,005,034,027,-14
009,005,035,001,15
009,005,035,055,-17
009,005,036,001,-18
009,005,036,005,4
009,005,036,017,-39
009,005,036,019,-5
009,005,036,021,5
009,005,036,027,149
009,005,036,029,3
009,005,036,031,-11
009,005,036,033,9
009,005,036,039,-1
009,005,036,043,-2
009,005,036,045,-10
009,005,036,047,-15
009,005,036,053,49
009,005,036,055,-32
009,005,036,059,112
009,005,036,061,237
009,005,036,067,-58
009,005,036,071,34
009,005,036,081,124
009,005,036,083,-43
009,005,036,089,22
009,005,036,091,-18
009,005,036,095,-14
009,005,036,103,3
009,005,036,111,51
009,005,036,115,-6
009,005,036,119,30
009,005,037,031,-15
009,005,037,049,-21
009,005,037,051,-25
009,005,037,063,-29
009,005,037,125,-30
009,005,037,147,-22
009,005,037,155,-14
009,005,039,041,6
009,005,039,083,-7
009,005,039,089,-18
009,005,039,099,-14
009,005,039,113,-17
009,005,040,143,-33
009,005,041,039,-4
009,005,041,051,7
009,005,041,067,-8
009,005,042,003,46
009,005,042,027,13
009,005,042,029,-15
009,005,042,041,-14
009,005,042,045,-29
009,005,042,049,-5
009,005,042,071,-18
009,005,042,091,-6
009,005,042,095,131
009,005,042,101,-2
009,005,042,103,-15
009,005,042,125,-3
009,005,042,127,-2
009,005,042,129,12
009,005,044,001,-8
009,005,044,003,-47
009,005,044,007,35
009,005,045,003,66
009,005,045,015,4
009,005,045,019,-10
009,005,045,035,-162
009,005,045,043,-40
009,005,045,045,-28
009,005,045,051,-23
009,005,045,079,-6
009,005,047,037,-17
009,005,047,115,-24
009,005,047,149,-32
009,005,047,155,-9
009,005,047,157,-20
009,005,047,189,-46
009,005,048,201,21
009,005,048,217,-2
009,005,048,339,39
009,005,048,439,40
009,005,048,453,-19
009,005,049,005,-12
009,005,050,001,-4
009,005,050,003,3
009,005,050,005,-11
009,005,050,007,-63
009,005,050,027,8
009,005,051,013,10
009,005,051,087,-24
009,005,051,121,-22
009,005,051,197,3
009,005,051,540,-6
009,005,051,660,-6
009,005,051,670,39
009,005,051,680,-32
009,005,051,800,-30
009,005,054,039,28
009,005,054,061,-8
009,005,054,081,16
009,005,054,083,16
009,005,055,025,-60
009,005,055,087,-7
009,005,055,121,-14
009,005,055,133,-10
009,005,055,139,2
009,005,072,127,11
009,007,001,015,16
009,007,001,103,-10
009,007,004,013,37
009,007,004,019,-30
009,007,004,021,-15
009,007,005,143,-22
009,007,006,001,3
009,007,006,013,29
009,007,006,029,12
009,007,006,037,37
009,007,006,055,4
009,007,006,065,-81
009,007,006,067,-55
009,007,006,073,-41
009,007,006,081,-29
009,007,006,085,26
009,007,006,087,10
009,007,008,005,-40
009,007,008,031,-41
009,007,008,041,-33
009,007,008,059,-12
009,007,009,001,146
009,007,009,003,898
009,007,009,005,169
009,007,009,009,176
009,007,009,011,216
009,007,009,013,-25
009,007,009,015,204
009,007,010,005,-4
009,007,011,001,-118
009,007,012,011,-32
009,007,012,015,-26
009,007,012,021,7
009,007,012,031,-12
009,007,012,049,5
009,007,012,057,-33
009,007,012,071,11
009,007,012,083,-14
009,007,012,086,-46
009,007,012,091,-7
009,007,012,095,-38
009,007,012,099,-62
009,007,012,101,-22
009,007,012,103,-30
009,007,012,105,-67
009,007,012,109,-84
009,007,012,111,10
009,007,012,113,11
009,007,012,115,-86
009,007,012,117,-59
009,007,012,119,-25
009,007,013,039,44
009,007,013,121,7
009,007,013,215,-2
009,007,015,001,7
009,007,016,055,-1
009,007,017,031,13
009,007,017,097,2
009,007,018,003,-30
009,007,018,105,-15
009,007,020,173,-51
009,007,021,029,-28
009,007,021,111,-10
009,007,022,033,22
009,007,022,071,-6
009,007,023,001,-4
009,007,023,005,-11
009,007,023,013,-4
009,007,023,017,-3
009,007,023,019,-21
009,007,023,021,-6
009,007,023,027,-27
009,007,023,031,61
009,007,024,031,-13
009,007,024,510,195
009,007,025,001,23
009,007,025,003,-36
009,007,025,005,-41
009,007,025,007,3
009,007,025,009,-117
009,007,025,011,17
009,007,025,013,38
009,007,025,015,18
009,007,025,017,-79
009,007,025,021,134
009,007,025,023,-28
009,007,025,025,-87
009,007,025,027,25
009,007,026,161,-22
009,007,026,163,-17
009,007,027,053,-36
009,007,029,095,6
009,007,029,189,-36
009,007,029,213,-11
009,007,029,510,14
009,007,031,055,139
009,007,033,005,-24
009,007,033,009,1
009,007,033,011,-8
009,007,033,013,-14
009,007,033,015,-3
009,007,034,003,35
009,007,034,005,43
009,007,034,007,-28
009,007,034,013,2
009,007,034,017,-19
009,007,034,021,-6
009,007,034,023,43
009,007,034,025,62
009,007,034,027,27
009,007,036,001,-19
009,007,036,005,44
009,007,036,027,2
009,007,036,029,18
009,007,036,041,-6
009,007,036,047,39
009,007,036,055,-28
009,007,036,061,-163
009,007,036,065,-42
009,007,036,067,-6
009,007,036,079,12
009,007,036,081,-83
009,007,036,087,8
