state_fips_A,county_fips_A,state_fips_B,county_fips_B,B_to_A_migration
017,111,017,037,-422
017,111,017,043,50
017,111,017,047,30
017,111,017,051,-44
017,111,017,055,-11
017,111,017,057,-7
017,111,017,063,38
017,111,017,071,-4
017,111,017,077,1
017,111,017,081,-8
017,111,017,083,-8
017,111,017,085,-32
017,111,017,089,615
017,111,017,091,-10
017,111,017,093,-128
017,111,017,095,-10
017,111,017,097,329
017,111,017,099,-21
017,111,017,101,-16
017,111,017,105,9
017,111,017,107,-12
017,111,017,109,-42
017,111,017,113,-351
017,111,017,115,-34
017,111,017,117,-4
017,111,017,119,-4
017,111,017,137,-5
017,111,017,141,-47
017,111,017,143,-33
017,111,017,145,-10
017,111,017,147,29
017,111,017,161,-11
017,111,017,163,-55
017,111,017,165,-5
017,111,017,167,-5
017,111,017,177,-22
017,111,017,179,67
017,111,017,193,9
017,111,017,195,11
017,111,017,197,-37
017,111,017,201,131
017,111,017,203,11
017,111,018,005,10
017,111,018,019,25
017,111,018,039,12
017,111,018,053,-27
017,111,018,089,-8
017,111,018,091,-30
017,111,018,095,-15
017,111,018,097,-14
017,111,018,157,-21
017,111,018,167,-94
017,111,019,021,-29
017,111,019,045,9
017,111,019,059,-3
017,111,019,061,-38
017,111,019,103,-16
017,111,019,111,-23
017,111,019,139,-3
017,111,019,141,-4
017,111,019,153,-32
017,111,019,163,68
017,111,019,169,-59
017,111,019,189,-26
017,111,020,045,-19
017,111,020,103,-13
017,111,021,019,10
017,111,021,067,-69
017,111,021,111,5
017,111,021,145,-28
017,111,021,173,16
017,111,021,227,-15
017,111,022,015,-93
017,111,022,071,2
017,111,022,115,131
017,111,023,005,4
017,111,023,031,7
017,111,024,009,-24
017,111,024,021,-26
017,111,024,041,-26
017,111,025,005,82
017,111,025,015,-26
017,111,025,017,-16
017,111,025,021,19
017,111,025,025,-6
017,111,025,027,-5
017,111,026,047,-7
017,111,026,065,-49
017,111,026,073,-19
017,111,026,077,-29
017,111,026,079,-11
017,111,026,081,-22
017,111,026,083,-37
017,111,026,093,-43
017,111,026,103,-30
017,111,026,121,-5
017,111,026,125,-59
017,111,026,139,-23
017,111,026,145,-53
017,111,026,155,-3
017,111,026,159,-6
017,111,026,161,28
017,111,027,013,-29
017,111,027,037,20
017,111,027,053,-86
017,111,027,057,-2
017,111,027,095,-4
017,111,027,123,-6
017,111,027,131,-4
017,111,027,137,-5
017,111,027,145,-17
017,111,028,075,-5
017,111,029,001,-46
017,111,029,019,-32
017,111,029,043,-41
017,111,029,047,11
017,111,029,077,-25
017,111,029,097,-3
017,111,029,159,-10
017,111,029,161,-10
017,111,029,183,-10
017,111,029,510,-28
017,111,030,029,11
017,111,030,031,-3
017,111,030,049,-17
017,111,030,057,-25
017,111,031,109,-35
017,111,031,153,-16
017,111,032,003,-65
017,111,033,011,9
017,111,034,017,12
017,111,034,029,30
017,111,035,001,78
017,111,035,043,73
017,111,036,005,99
017,111,036,013,-13
017,111,036,027,-7
017,111,036,045,-16
017,111,036,081,21
017,111,036,083,-16
017,111,036,087,-12
017,111,036,091,-53
017,111,036,109,-23
017,111,036,119,-18
017,111,037,019,-13
017,111,037,059,65
017,111,037,063,-64
017,111,037,081,91
017,111,037,119,-33
017,111,037,133,-22
017,111,037,149,37
017,111,037,179,-34
017,111,037,183,9
017,111,037,189,-12
017,111,038,035,-11
017,111,039,049,55
017,111,039,057,-15
017,111,039,061,-13
017,111,039,099,28
017,111,039,113,-26
017,111,039,151,-15
017,111,039,153,-26
017,111,040,143,1
017,111,041,029,-69
017,111,041,039,-9
017,111,041,051,-10
017,111,041,067,-14
017,111,042,013,81
017,111,042,019,24
017,111,042,041,5
017,111,045,015,-7
017,111,045,019,-28
017,111,045,073,-29
017,111,045,077,-14
017,111,045,083,-6
017,111,047,019,-17
017,111,047,021,-10
017,111,047,035,-27
017,111,047,037,-17
017,111,047,065,-53
017,111,047,093,-54
017,111,047,157,14
017,111,047,165,1
017,111,047,183,11
017,111,047,187,-31
017,111,048,029,-47
017,111,048,121,-34
017,111,048,201,-64
017,111,048,221,-84
017,111,048,339,61
017,111,048,355,2
017,111,048,423,40
017,111,048,439,9
017,111,048,441,-8
017,111,048,453,-12
017,111,048,457,-3
017,111,048,491,3
017,111,051,059,-22
017,111,051,121,-18
017,111,051,157,-8
017,111,051,161,-14
017,111,051,171,-14
017,111,051,550,64
017,111,051,650,-25
017,111,051,710,44
017,111,051,760,-7
017,111,051,810,-17
017,111,051,830,-19
017,111,053,009,12
017,111,053,033,-8
017,111,053,035,15
017,111,053,057,-2
017,111,053,061,2
017,111,054,037,-14
017,111,054,061,-18
017,111,054,069,-4
017,111,054,083,53
017,111,055,001,-40
017,111,055,003,-4
017,111,055,009,-40
017,111,055,023,-8
017,111,055,025,-114
017,111,055,027,-17
017,111,055,029,-1
017,111,055,031,17
017,111,055,033,-2
017,111,055,035,-35
017,111,055,039,-13
017,111,055,043,-8
017,111,055,049,-6
017,111,055,055,-15
017,111,055,057,-1
017,111,055,059,46
017,111,055,063,-18
017,111,055,069,-2
017,111,055,073,-2
017,111,055,075,-4
017,111,055,078,-2
017,111,055,079,-130
017,111,055,083,-30
017,111,055,085,-18
017,111,055,087,2
017,111,055,089,-56
017,111,055,095,-8
017,111,055,097,-12
017,111,055,099,-5
017,111,055,101,-68
017,111,055,105,-40
017,111,055,109,57
017,111,055,119,-13
017,111,055,121,-9
017,111,055,123,-4
017,111,055,125,-68
017,111,055,127,-220
017,111,055,129,-2
017,111,055,133,161
017,111,055,137,-5
017,111,055,139,-60
017,111,055,141,-17
017,111,056,001,-23
017,111,056,021,-10
017,111,072,081,17
017,111,072,097,104
017,111,072,115,45
017,113,001,073,13
017,113,001,081,66
017,113,001,089,-11
017,113,001,097,-14
017,113,004,003,-22
017,113,004,013,-74
017,113,004,015,-147
017,113,004,019,-56
017,113,005,119,9
017,113,006,013,-13
017,113,006,029,63
017,113,006,037,-47
017,113,006,059,-28
017,113,006,065,4
017,113,006,073,5
017,113,006,113,8
017,113,008,001,16
017,113,008,003,-7
017,113,008,005,-10
017,113,008,013,-28
017,113,008,031,-11
017,113,008,041,-56
017,113,008,069,-53
017,113,008,117,22
017,113,009,001,-9
017,113,009,009,2
017,113,009,013,62
017,113,012,011,5
017,113,012,017,-17
017,113,012,019,-28
017,113,012,055,5
017,113,012,057,-26
017,113,012,086,-72
017,113,012,099,-16
017,113,012,101,0
017,113,012,103,-13
017,113,012,105,-44
017,113,013,013,3
017,113,013,089,-104
017,113,013,097,13
017,113,013,115,-29
017,113,013,117,-32
017,113,013,121,-58
017,113,013,135,-271
017,113,013,215,43
017,113,016,001,-186
017,113,016,057,6
017,113,017,001,-40
017,113,017,007,4
017,113,017,009,9
017,113,017,011,-19
017,113,017,015,21
017,113,017,017,-17
017,113,017,019,-245
017,113,017,021,52
017,113,017,029,-14
017,113,017,031,"1,181"
017,113,017,033,-39
017,113,017,037,41
017,113,017,039,-9
017,113,017,041,-30
017,113,017,043,101
017,113,017,051,-8
017,113,017,053,13
017,113,017,055,-4
017,113,017,057,60
017,113,017,059,16
017,113,017,063,16
017,113,017,069,-2
017,113,017,073,-3
017,113,017,075,5
017,113,017,077,62
017,113,017,081,-94
017,113,017,083,8
017,113,017,089,26
017,113,017,091,81
017,113,017,093,76
017,113,017,095,-65
017,113,017,097,648
017,113,017,099,22
017,113,017,101,-8
017,113,017,103,-10
017,113,017,105,420
017,113,017,107,-172
017,113,017,109,38
017,113,017,111,351
017,113,017,115,-280
017,113,017,117,8
017,113,017,119,62
017,113,017,121,18
017,113,017,123,-12
017,113,017,125,-3
017,113,017,135,259
017,113,017,137,12
017,113,017,139,73
017,113,017,141,5
017,113,017,143,-313
017,113,017,147,67
017,113,017,149,-2
017,113,017,151,-9
017,113,017,161,110
017,113,017,163,-16
017,113,017,167,215
017,113,017,171,-2
017,113,017,173,3
017,113,017,177,15
017,113,017,179,197
017,113,017,183,76
017,113,017,195,9
017,113,017,197,259
017,113,017,201,-101
017,113,017,203,61
017,113,018,003,-28
017,113,018,011,-31
017,113,018,033,-30
017,113,018,035,-182
017,113,018,051,38
017,113,018,057,-6
017,113,018,063,6
017,113,018,089,11
017,113,018,097,-63
017,113,018,105,28
017,113,018,121,-35
017,113,018,123,-10
017,113,018,129,65
017,113,018,141,-5
017,113,018,157,6
017,113,018,163,39
017,113,018,167,-20
017,113,018,171,-5
017,113,018,181,-2
017,113,019,011,-6
017,113,019,013,-9
017,113,019,045,6
017,113,019,055,-3
017,113,019,083,-11
017,113,019,103,-81
017,113,019,139,85
017,113,019,153,-15
017,113,019,163,-26
017,113,019,169,-19
017,113,020,045,39
017,113,020,057,-8
017,113,020,091,-115
017,113,020,161,-14
017,113,020,173,-20
017,113,020,183,-1
017,113,021,067,-36
017,113,021,111,82
017,113,022,033,-37
017,113,022,071,5
017,113,023,005,-8
017,113,024,005,-18
017,113,024,031,-25
017,113,024,510,27
017,113,025,005,2
017,113,025,015,-23
017,113,025,017,8
017,113,025,025,10
017,113,026,021,-35
017,113,026,077,14
017,113,026,081,-6
017,113,026,121,12
017,113,026,125,-8
017,113,026,147,28
017,113,026,149,5
017,113,027,005,-2
017,113,027,013,-11
017,113,027,019,23
017,113,027,027,-11
017,113,027,035,-18
017,113,027,037,24
017,113,027,053,-65
017,113,027,123,-22
017,113,027,131,-7
017,113,027,147,-102
017,113,027,163,-36
017,113,028,047,18
017,113,028,071,-7
017,113,029,001,29
017,113,029,019,49
017,113,029,021,6
017,113,029,029,-51
017,113,029,031,-20
017,113,029,051,-25
017,113,029,071,10
017,113,029,077,-31
017,113,029,121,-8
017,113,029,161,33
017,113,029,171,-2
017,113,029,183,-109
017,113,029,189,22
017,113,029,510,-15
017,113,031,109,19
017,113,032,003,-12
017,113,034,007,-46
017,113,034,013,23
017,113,034,025,6
017,113,034,027,-10
017,113,034,033,-22
017,113,035,055,-27
017,113,036,001,-15
017,113,036,081,-14
017,113,036,091,16
017,113,036,119,9
017,113,037,019,-112
017,113,037,049,-52
017,113,037,179,-11
017,113,039,049,67
017,113,039,113,-50
017,113,039,151,-10
017,113,039,165,-49
017,113,039,173,-13
017,113,041,051,-27
017,113,041,067,-47
017,113,042,003,-7
017,113,042,045,9
017,113,042,107,-7
017,113,042,109,-10
017,113,042,133,-6
017,113,045,013,-21
017,113,046,099,50
017,113,047,037,-90
017,113,047,065,-27
017,113,047,093,-53
017,113,047,105,-13
017,113,047,109,-43
017,113,047,113,-39
017,113,047,125,49
017,113,047,141,-20
017,113,047,149,40
017,113,047,157,30
017,113,047,165,-25
017,113,047,187,47
017,113,048,029,-7
017,113,048,041,3
017,113,048,085,-109
017,113,048,121,130
017,113,048,141,102
017,113,048,201,-32
017,113,048,453,-24
017,113,049,005,-9
017,113,049,035,2
017,113,051,003,-11
017,113,051,013,22
017,113,051,099,-18
017,113,051,107,-16
017,113,051,153,39
017,113,051,179,-1
017,113,051,680,-14
017,113,051,710,84
017,113,051,810,-27
017,113,053,027,-18
017,113,053,053,47
017,113,053,061,7
017,113,053,067,44
017,113,055,005,-3
017,113,055,025,9
017,113,055,029,-1
017,113,055,039,15
017,113,055,045,-6
017,113,055,059,-9
017,113,055,079,6
017,113,055,087,-9
017,113,055,097,99
017,113,055,101,-10
017,113,055,107,-2
017,113,055,127,-17
017,113,055,133,-16
017,113,055,139,37
017,113,056,021,-29
017,113,072,103,21
017,115,001,073,-20
017,115,001,081,-36
017,115,001,095,-37
017,115,004,013,21
017,115,004,015,-7
017,115,004,019,-77
017,115,004,021,37
017,115,006,037,4
017,115,006,073,58
017,115,006,113,4
017,115,008,005,12
017,115,012,009,5
017,115,012,015,-213
017,115,012,017,41
017,115,012,033,-94
017,115,012,055,4
017,115,012,057,-12
017,115,012,069,-15
017,115,012,071,29
017,115,012,081,-13
017,115,012,083,24
017,115,012,089,-17
017,115,012,091,44
017,115,012,099,17
017,115,012,103,8
017,115,012,105,33
017,115,012,117,8
017,115,012,119,119
017,115,013,013,-7
017,115,013,077,37
017,115,013,121,93
017,115,013,185,-2
017,115,017,001,19
017,115,017,009,5
017,115,017,011,-9
017,115,017,013,9
017,115,017,017,-3
017,115,017,019,79
017,115,017,021,-8
017,115,017,023,15
017,115,017,025,-33
017,115,017,029,-72
017,115,017,031,346
017,115,017,033,-25
017,115,017,035,-15
017,115,017,039,22
017,115,017,041,56
017,115,017,043,0
017,115,017,045,15
017,115,017,049,20
017,115,017,051,-23
017,115,017,053,13
017,115,017,055,15
017,115,017,057,-6
017,115,017,061,-9
017,115,017,063,12
017,115,017,073,8
017,115,017,075,-2
017,115,017,077,-19
017,115,017,081,-28
017,115,017,089,-14
017,115,017,091,-7
017,115,017,093,-4
017,115,017,095,89
017,115,017,097,33
017,115,017,099,12
017,115,017,101,-17
017,115,017,107,54
017,115,017,109,40
017,115,017,111,34
017,115,017,113,280
017,115,017,117,-65
017,115,017,119,-354
017,115,017,121,-20
017,115,017,125,8
017,115,017,129,-11
017,115,017,131,-4
017,115,017,135,-79
017,115,017,137,2
017,115,017,139,-47
017,115,017,143,-29
017,115,017,145,9
017,115,017,147,50
017,115,017,149,6
017,115,017,155,8
017,115,017,157,6
017,115,017,161,-56
017,115,017,163,31
017,115,017,167,117
017,115,017,171,7
017,115,017,173,-20
017,115,017,179,-93
017,115,017,183,89
017,115,017,185,-3
017,115,017,187,2
017,115,017,191,4
017,115,017,197,56
017,115,017,199,3
017,115,017,201,-37
017,115,017,203,31
017,115,018,057,27
017,115,018,063,-185
017,115,018,089,4
017,115,018,097,0
017,115,018,157,7
017,115,018,167,-52
017,115,019,057,6
017,115,019,061,-1
017,115,019,103,-8
017,115,019,113,25
017,115,019,153,-10
017,115,019,155,-50
017,115,019,163,-14
017,115,019,177,8
017,115,019,181,12
017,115,019,183,-23
017,115,020,045,-16
017,115,021,035,14
017,115,021,185,-87
017,115,021,235,5
017,115,022,033,35
017,115,022,103,3
017,115,026,015,53
017,115,027,053,-14
017,115,027,109,6
017,115,027,163,57
017,115,028,049,-135
017,115,028,133,-14
017,115,028,139,-28
017,115,029,007,-5
017,115,029,031,34
017,115,029,095,-9
017,115,029,149,-7
017,115,029,183,-59
017,115,029,189,36
017,115,029,510,-27
017,115,031,109,23
017,115,032,031,-11
017,115,034,007,9
017,115,035,001,5
017,115,035,055,-49
017,115,036,081,-20
017,115,037,063,-34
017,115,037,071,-12
017,115,037,073,-28
017,115,037,085,-12
017,115,037,119,-8
017,115,037,133,-9
017,115,037,183,20
017,115,038,017,50
017,115,039,031,-13
017,115,039,049,12
017,115,039,081,-3
017,115,040,031,-30
017,115,040,143,-30
017,115,041,003,-66
017,115,041,033,-18
017,115,041,051,-8
017,115,042,071,-8
017,115,045,079,-27
017,115,046,029,13
017,115,047,047,-10
017,115,047,065,20
017,115,047,093,2
017,115,047,097,-35
017,115,047,113,7
017,115,047,161,-21
017,115,047,183,-14
017,115,047,187,13
017,115,048,121,-12
017,115,048,167,7
017,115,048,187,33
017,115,048,439,-73
017,115,049,039,-15
017,115,049,049,13
017,115,051,710,-77
017,115,053,011,-18
017,115,053,035,-19
017,115,053,053,-18
017,115,053,067,5
017,115,055,073,5
017,115,055,079,64
017,115,055,089,130
017,115,055,093,60
017,115,055,131,53
017,115,072,057,21
017,117,001,097,30
017,117,004,013,8
017,117,006,037,6
017,117,006,059,29
017,117,012,009,2
017,117,012,011,15
017,117,012,027,-13
017,117,012,031,-14
017,117,013,051,18
017,117,013,135,-56
017,117,017,005,76
017,117,017,009,-31
017,117,017,021,-25
017,117,017,031,4
017,117,017,039,19
017,117,017,051,-11
017,117,017,061,-64
017,117,017,063,4
017,117,017,067,-5
017,117,017,073,8
017,117,017,077,-34
017,117,017,083,-120
017,117,017,091,9
017,117,017,099,-17
017,117,017,103,4
017,117,017,107,-35
017,117,017,111,4
017,117,017,113,-8
017,117,017,115,65
017,117,017,119,-27
017,117,017,121,14
017,117,017,129,-10
017,117,017,135,-145
017,117,017,137,11
017,117,017,143,-3
017,117,017,151,-10
017,117,017,157,-1
017,117,017,163,19
017,117,017,167,43
017,117,017,179,-6
017,117,017,183,-24
017,117,017,199,3
017,117,018,095,16
017,117,018,127,-16
017,117,019,163,12
017,117,019,187,18
017,117,020,083,-1
017,117,021,059,-17
017,117,021,111,57
017,117,026,097,1
017,117,027,079,-4
017,117,027,095,-1
017,117,028,099,1
017,117,029,017,-34
017,117,029,031,-164
017,117,029,069,17
017,117,029,099,9
017,117,029,183,-10
017,117,029,189,-12
017,117,029,223,6
017,117,029,510,-6
017,117,037,021,4
017,117,037,051,30
017,117,037,063,7
017,117,039,011,14
017,117,039,057,-21
017,117,040,031,6
017,117,040,143,-34
017,117,042,027,17
017,117,042,051,38
017,117,047,037,15
017,117,047,073,9
017,117,047,145,27
017,117,047,161,-45
017,117,048,091,27
017,117,048,121,13
017,117,048,251,-359
017,117,048,441,-12
017,117,055,127,-8
017,119,001,089,-18
017,119,001,095,-116
017,119,001,097,-9
017,119,002,090,10
017,119,004,013,-211
017,119,004,019,-9
017,119,004,021,-56
017,119,004,027,9
017,119,005,005,-33
017,119,005,017,-24
017,119,005,035,54
017,119,005,077,8
017,119,005,085,17
017,119,005,111,-2
017,119,005,119,-25
017,119,005,131,-2
017,119,005,135,26
017,119,006,029,11
017,119,006,037,18
017,119,006,059,6
017,119,006,071,7
017,119,006,073,152
017,119,006,075,91
017,119,006,083,-21
017,119,006,085,-15
017,119,006,095,-65
017,119,006,099,43
017,119,008,001,4
017,119,008,005,-28
017,119,008,031,10
017,119,008,077,-10
017,119,008,101,-18
017,119,008,123,27
017,119,011,001,-26
017,119,012,001,41
017,119,012,005,15
017,119,012,009,-22
017,119,012,011,2
017,119,012,013,56
017,119,012,031,-9
017,119,012,069,-72
017,119,012,071,-22
017,119,012,083,19
017,119,012,086,-12
017,119,012,087,-9
017,119,012,089,-40
017,119,012,101,-180
017,119,012,103,-36
017,119,012,117,35
017,119,013,067,4
017,119,013,089,-49
017,119,013,127,-42
017,119,013,151,49
017,119,013,185,-9
017,119,013,215,0
017,119,013,279,-5
017,119,015,009,-33
017,119,017,001,-79
017,119,017,005,-34
017,119,017,007,-22
017,119,017,009,-15
017,119,017,013,18
017,119,017,017,-6
017,119,017,019,-51
017,119,017,021,91
017,119,017,025,-20
017,119,017,027,-53
017,119,017,029,11
017,119,017,031,516
017,119,017,033,-49
017,119,017,037,-2
017,119,017,039,17
017,119,017,041,1
017,119,017,043,71
017,119,017,045,5
017,119,017,049,-14
017,119,017,051,53
017,119,017,055,-7
017,119,017,061,169
017,119,017,063,-27
017,119,017,073,-20
017,119,017,077,-29
017,119,017,081,130
017,119,017,083,-147
017,119,017,087,0
017,119,017,089,105
017,119,017,091,-1
017,119,017,093,6
017,119,017,095,-19
017,119,017,097,61
017,119,017,099,-11
017,119,017,103,49
017,119,017,105,173
017,119,017,107,12
017,119,017,109,-5
017,119,017,111,4
017,119,017,113,-62
017,119,017,115,354
017,119,017,117,27
017,119,017,121,17
017,119,017,123,-9
017,119,017,125,-8
017,119,017,127,2
017,119,017,131,-6
017,119,017,133,93
017,119,017,135,-37
017,119,017,137,-40
017,119,017,139,1
017,119,017,143,154
017,119,017,145,-1
017,119,017,147,-12
017,119,017,149,16
017,119,017,157,22
017,119,017,161,-63
017,119,017,163,137
017,119,017,165,41
017,119,017,167,-43
017,119,017,171,-2
017,119,017,173,9
017,119,017,179,11
017,119,017,181,1
017,119,017,183,8
017,119,017,187,63
017,119,017,189,-27
017,119,017,197,-2
017,119,017,199,-91
017,119,017,201,88
017,119,017,203,1
017,119,018,039,-42
017,119,018,057,-28
017,119,018,081,-59
017,119,018,097,5
017,119,018,105,-6
017,119,018,125,6
017,119,018,141,48
017,119,018,163,-4
017,119,018,167,101
017,119,019,013,1
017,119,019,103,-50
017,119,019,113,-5
017,119,019,139,7
017,119,019,153,-265
017,119,019,169,-13
017,119,020,005,62
017,119,020,045,-25
017,119,020,051,-5
017,119,020,091,15
017,119,020,103,-1
017,119,020,113,-6
017,119,020,173,42
017,119,020,209,-1
017,119,021,007,-100
017,119,021,035,-102
017,119,021,101,-1
017,119,021,111,17
017,119,021,145,4
017,119,021,149,37
017,119,021,195,-8
017,119,021,227,-8
017,119,022,033,18
017,119,022,043,8
017,119,024,003,33
017,119,024,005,-42
017,119,024,510,10
017,119,026,049,63
017,119,026,065,2
017,119,026,081,-7
017,119,026,139,-8
017,119,026,163,-10
017,119,027,007,-3
017,119,027,037,-2
017,119,027,053,-20
017,119,027,109,-9
017,119,027,123,12
017,119,027,137,-14
017,119,027,163,-5
017,119,027,169,-4
017,119,028,033,42
017,119,028,047,-46
017,119,028,051,91
017,119,028,071,-2
017,119,028,099,-63
017,119,028,101,-10
017,119,028,139,12
017,119,029,007,-5
017,119,029,017,-5
017,119,029,019,-25
017,119,029,027,-35
017,119,029,029,-6
017,119,029,031,62
017,119,029,035,-15
017,119,029,039,-19
017,119,029,047,38
017,119,029,051,43
017,119,029,055,-21
017,119,029,065,-21
017,119,029,069,-3
017,119,029,073,-7
017,119,029,075,-10
017,119,029,077,-27
017,119,029,093,-30
017,119,029,095,-19
017,119,029,099,54
017,119,029,101,91
017,119,029,107,-5
017,119,029,109,-2
017,119,029,111,44
017,119,029,113,24
017,119,029,119,-10
017,119,029,127,-6
017,119,029,149,-2
017,119,029,157,-50
017,119,029,161,-33
017,119,029,165,-12
017,119,029,167,-7
017,119,029,173,-4
017,119,029,179,25
017,119,029,183,-200
017,119,029,187,131
017,119,029,189,112
017,119,029,201,-2
017,119,029,207,-2
017,119,029,217,-5
017,119,029,219,-225
017,119,029,221,-19
017,119,029,223,-1
017,119,029,225,12
017,119,029,510,-40
017,119,030,013,7
017,119,030,063,26
017,119,031,025,21
017,119,031,109,-10
017,119,031,153,9
017,119,032,003,45
017,119,033,017,23
017,119,034,039,13
017,119,035,035,92
017,119,035,041,-6
017,119,036,045,-14
017,119,036,061,33
017,119,036,067,46
017,119,036,071,-21
017,119,036,083,-19
017,119,036,103,1
017,119,036,111,66
017,119,036,119,10
017,119,037,033,-10
017,119,037,039,-11
017,119,037,049,115
017,119,037,051,-38
017,119,037,067,46
017,119,037,101,-77
017,119,037,135,1
017,119,039,003,-71
017,119,039,049,-50
017,119,039,063,-18
017,119,039,085,18
017,119,039,093,9
017,119,039,153,12
017,119,039,173,-8
017,119,040,027,-28
017,119,040,065,-4
017,119,040,115,-1
017,119,040,143,-16
017,119,041,005,-30
017,119,041,019,-8
017,119,041,027,-20
017,119,041,051,17
017,119,041,067,-20
017,119,042,001,-5
017,119,042,003,-35
017,119,042,011,-8
017,119,042,013,-19
017,119,042,081,11
017,119,042,117,46
017,119,045,015,-15
017,119,045,019,59
017,119,045,063,71
017,119,045,077,13
017,119,045,079,-16
017,119,045,085,-14
017,119,047,037,-104
017,119,047,089,-5
017,119,047,107,-5
017,119,047,117,-11
017,119,047,157,-118
017,119,047,165,-11
017,119,047,179,-30
017,119,047,183,-17
017,119,047,187,16
017,119,048,027,-88
017,119,048,029,-14
017,119,048,037,-13
017,119,048,039,-5
017,119,048,061,10
017,119,048,113,-13
017,119,048,121,13
017,119,048,135,140
017,119,048,157,8
017,119,048,167,-95
017,119,048,183,-9
017,119,048,201,10
017,119,048,339,3
017,119,048,453,-18
017,119,049,035,-16
017,119,051,059,-56
017,119,051,121,12
017,119,051,145,-14
017,119,051,153,-38
017,119,051,179,-36
017,119,051,750,-10
017,119,053,033,-72
017,119,053,067,12
017,119,054,069,14
017,119,054,077,-10
017,119,055,009,-1
017,119,055,013,-8
017,119,055,015,9
017,119,055,029,-9
017,119,055,053,-2
017,119,055,059,-28
017,119,055,117,-5
017,119,055,131,20
017,119,055,133,-7
017,119,055,139,-18
017,119,055,141,5
017,119,056,039,-3
017,121,001,049,22
017,121,001,077,-26
017,121,004,013,5
017,121,004,021,33
017,121,005,023,4
017,121,005,119,7
017,121,006,065,3
017,121,012,057,24
017,121,012,101,8
017,121,013,255,8
017,121,017,001,-22
017,121,017,005,81
017,121,017,019,-100
017,121,017,021,-21
017,121,017,023,0
017,121,017,025,-24
017,121,017,027,-49
017,121,017,029,-32
017,121,017,031,-2
017,121,017,033,-11
017,121,017,049,-28
017,121,017,051,10
017,121,017,055,46
017,121,017,057,12
017,121,017,061,-19
017,121,017,065,12
017,121,017,073,-4
017,121,017,077,-34
017,121,017,081,172
017,121,017,083,-3
017,121,017,087,-16
017,121,017,091,-12
017,121,017,099,-19
017,121,017,101,-22
017,121,017,103,-11
017,121,017,105,1
017,121,017,107,-16
017,121,017,109,3
017,121,017,113,-18
017,121,017,115,20
017,121,017,117,-14
017,121,017,119,-17
017,121,017,127,6
017,121,017,135,-20
017,121,017,137,-28
017,121,017,145,-75
017,121,017,147,8
017,121,017,149,-5
017,121,017,155,-7
017,121,017,157,-17
017,121,017,161,-10
017,121,017,163,117
017,121,017,167,-9
017,121,017,169,-11
017,121,017,181,-6
017,121,017,189,-63
017,121,017,191,6
017,121,017,195,7
017,121,017,197,5
017,121,017,199,-145
017,121,018,063,15
017,121,018,083,-3
017,121,018,163,-218
017,121,020,031,6
017,121,021,035,-10
017,121,021,145,19
017,121,021,183,1
017,121,022,033,7
017,121,022,089,46
017,121,023,019,-21
017,121,026,005,-4
017,121,026,139,3
017,121,029,019,-13
017,121,029,031,-6
017,121,029,145,-2
017,121,029,169,7
017,121,029,183,4
017,121,029,189,-23
017,121,029,510,-37
017,121,031,021,11
017,121,032,003,6
017,121,034,029,11
017,121,037,067,2
017,121,040,017,-12
017,121,040,031,12
017,121,040,131,21
017,121,042,033,-9
017,121,047,019,-4
017,121,047,125,-42
017,121,047,143,-6
017,121,053,033,-14
017,121,053,057,20
017,123,002,090,-20
017,123,008,001,2
017,123,008,005,11
017,123,013,051,-21
017,123,013,215,-3
017,123,017,011,-2
017,123,017,019,11
017,123,017,031,30
017,123,017,041,23
017,123,017,043,1
017,123,017,057,-8
017,123,017,073,20
017,123,017,091,25
017,123,017,099,95
017,123,017,103,4
017,123,017,107,1
017,123,017,113,12
017,123,017,119,9
017,123,017,131,-7
017,123,017,143,-34
017,123,017,155,-16
017,123,017,169,-16
017,123,017,175,6
017,123,017,179,-5
017,123,017,195,5
017,123,017,197,-32
017,123,017,203,-40
017,123,018,145,5
017,123,018,163,13
017,123,018,181,18
017,123,021,047,-33
017,123,022,055,1
017,123,025,025,3
017,123,027,017,-11
017,123,037,049,-11
017,123,045,019,5
017,123,045,077,4
017,123,045,079,-17
017,125,004,013,1
017,125,006,073,-9
017,125,017,011,7
017,125,017,017,20
017,125,017,019,0
017,125,017,021,7
017,125,017,031,-41
017,125,017,037,-10
017,125,017,043,-14
017,125,017,057,-267
017,125,017,077,1
017,125,017,089,11
017,125,017,107,44
017,125,017,109,-2
017,125,017,113,3
017,125,017,115,-8
017,125,017,119,8
017,125,017,127,-30
017,125,017,129,-5
017,125,017,135,-38
017,125,017,137,-8
017,125,017,143,-18
017,125,017,149,11
017,125,017,163,-9
017,125,017,167,0
017,125,017,169,14
017,125,017,171,1
017,125,017,173,-11
017,125,017,179,-35
017,125,017,201,5
017,125,017,203,-7
017,125,019,139,23
017,125,021,067,21
017,125,021,093,-45
017,125,026,081,11
017,125,026,099,4
017,125,047,011,4
017,125,048,183,-17
017,125,055,003,-6
017,125,055,117,-4
017,125,055,127,11
017,127,005,031,-5
017,127,006,073,3
017,127,017,003,4
017,127,017,017,5
017,127,017,037,41
017,127,017,055,-19
017,127,017,073,2
017,127,017,077,-8
017,127,017,081,10
017,127,017,087,-37
017,127,017,089,-24
017,127,017,101,-9
017,127,017,119,-2
017,127,017,121,-6
017,127,017,125,30
017,127,017,153,-17
017,127,017,163,-39
017,127,017,181,1
017,127,017,199,12
